CVE_ID,Published,CVSS,Severity,Vendor,Product,Description,VulnStatus,PubDate,DaysOld,KnownExploited,RiskScore,RiskTier
CVE-2026-50086,2026-06-12 16:16:32.187000+00:00,10.0,CRITICAL,Unknown,Unknown,"The Aqara IAM/SSO gateway (gw-builder.aqara.com) exposes bidirectional AES round-trups against the platform's signing key without authentication. This is an instance of ""CWE-306: Missing Authentication for Critical Function"" and ""CWE-327: Use of a Broken or Risky Cryptographic Algorithm,"" and has an estimated CVSS of CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N (7.5 High).",Awaiting Analysis,2026-06-12,1.2652459735069443,False,64.1,High
CVE-2026-47208,2026-06-12 15:16:28.767000+00:00,10.0,CRITICAL,Unknown,Unknown,"vm2 is an open source vm/sandbox for Node.js. Prior to version 3.11.4, VM2 suffers from a sandbox breakout vulnerability. This allows attackers to write code which can escape from the VM2 sandbox and execute arbitrary commands on the host system. This issue has been patched in version 3.11.4.",Deferred,2026-06-12,1.3069522235069446,False,64.07,High
CVE-2026-47140,2026-06-12 15:16:28.400000+00:00,10.0,CRITICAL,Unknown,Unknown,"vm2 is an open source vm/sandbox for Node.js. Prior to version 3.11.4, NodeVM blocks several dangerous Node.js builtins such as module, worker_threads, cluster, vm, repl, and inspector. However, the denylist misses process and inspector/promises. Both can be used from sandboxed code to reach host-side execution primitives. This allows sandboxed code to bypass the intended builtin restrictions and execute code in the host process. This issue has been patched in version 3.11.4.",Deferred,2026-06-12,1.3069564711921298,False,64.07,High
CVE-2026-47137,2026-06-12 15:16:28.137000+00:00,10.0,CRITICAL,Unknown,Unknown,"vm2 is an open source vm/sandbox for Node.js. Prior to version 3.11.4, the fix for GHSA-8hg8-63c5-gwmx (CVE-2023-37903) introduced a check in nodevm.js line 263 that blocks the combination nesting: true + require: false. However, the check uses strict equality (options.require === false), which is trivially bypassed by omitting the require option entirely. When require is not specified, options.require is undefined, not false. The strict equality check fails, so the security guard is skipped. Immediately after (line 280), the destructuring default require: requireOpts = false assigns requireOpts = false, producing the exact configuration the patch was designed to prevent. This issue has been patched in version 3.11.4.",Deferred,2026-06-12,1.306959515173611,False,64.07,High
CVE-2026-47131,2026-06-12 15:16:27.870000+00:00,10.0,CRITICAL,Unknown,Unknown,"vm2 is an open source vm/sandbox for Node.js. Prior to version 3.11.4, by combining Buffer.call.call({}.__lookupGetter__, Buffer, ""__proto__""), Buffer.call.call({}.__lookupSetter__, Buffer, ""__proto__""), and Node.js's ERR_INVALID_ARG_TYPE Error, the host's TypeError constructor can be obtained, which allows the escape from the sandbox. This allows attackers to run arbitrary code. This issue has been patched in version 3.11.4.",Deferred,2026-06-12,1.306962605451389,False,64.07,High
CVE-2026-12183,2026-06-13 18:16:22.310000+00:00,9.8,CRITICAL,Unknown,Unknown,"Nefteprodukttekhnika BUK TS-G Gas Station Automation System 2.9.1 through 2.10.2 on Linux contains an Improper Authentication vulnerability (CWE-287) in the system configuration module. The /php/ajax-login.php endpoint returns userid=1 (administrator) in response to any HTTP POST request that supplies arbitrary credentials (e.g., action=dologin&login=<any_value>&pwd=<any_value>), and subsequent privileged endpoints under /php/ajax-main.php and /modules/* do not validate a server-side session. A remote unauthenticated attacker can invoke any administrative action exposed by the configuration module, including reading and modifying user rules, fuel tank gauges, fuel dispensers, relays, cash registers, bank terminals, fuel cards, price and customer displays, cash collection, and pricing rules.",Received,2026-06-13,0.18202695730324076,False,63.87,High
CVE-2026-46716,2026-06-12 22:16:50.810000+00:00,9.9,CRITICAL,Unknown,Unknown,"Nezha Monitoring is a self-hostable, lightweight, servers and websites monitoring and O&M tool. From version 1.4.0 to before version 2.0.8, a RoleMember user can create a scheduled cron task with Cover=CronCoverAll, Servers=[] and an arbitrary Command. At every tick of the scheduler, the dashboard pushes that command to every server in the global ServerShared map — including servers that belong to other tenants (admin's servers, other members' servers). Each agent runs the command and returns the output, which is then sent to the attacker's own NotificationGroup → attacker-controlled webhook. This issue has been patched in version 2.0.8.",Received,2026-06-12,1.015030429525463,False,63.77,High
CVE-2026-49261,2026-06-11 18:16:26.553000+00:00,10.0,CRITICAL,Unknown,Unknown,"MariaDB server is a community developed fork of MySQL server. Versions 10.6.1 through 10.6.26, 10.11.1 through 10.11.17, 11.4.1 through 11.4.11, 11.8.1 through 11.8.7, and 12.3.1 with  `wsrep_notify_cmd` enabled would execute shell commands embedded in the name of the joiner node. This is fixed in 10.6.27, 10.11.18, 11.4.12, 11.8.8, and 12.3.2. As a workaround, anyone who cannot upgrade now should disable `wsrep_notify_cmd`.",Awaiting Analysis,2026-06-11,2.1819778485069445,False,63.44,High
CVE-2026-53838,2026-06-12 22:16:55.723000+00:00,9.8,CRITICAL,Unknown,Unknown,"OpenClaw before 2026.5.27 contains a state mutation vulnerability in node pairing reconnection that allows paired nodes to confuse approval scope decisions. Attackers can exploit reconnection logic to restore or present broader node authority than intended, potentially bypassing approval restrictions.",Received,2026-06-12,1.0149735660995372,False,63.28,High
CVE-2026-47369,2026-06-12 04:17:06.513000+00:00,9.9,CRITICAL,Unknown,Unknown,A malicious actor with access to the network and low privileges could exploit an Improper Input Validation vulnerability found in certain devices running UniFi OS to escalate privileges within such UniFi OS devices or instances.,Deferred,2026-06-12,1.7648486818402778,False,63.24,High
CVE-2026-47365,2026-06-12 04:17:05.107000+00:00,9.9,CRITICAL,Unknown,Unknown,"Argument injection vulnerability in WordPress Toolkit before 6.11.0 as used in cPanel & WHM, allows remote authenticated users to bypass cross-tenant authorization and execute arbitrary wp-toolkit CLI commands as another account.",Awaiting Analysis,2026-06-12,1.7648649549884259,False,63.24,High
CVE-2026-47370,2026-06-12 04:17:06.657000+00:00,9.9,CRITICAL,Unknown,Unknown,A malicious actor with access to the network and low privileges could exploit an Improper Input Validation vulnerability found in certain devices running UniFi OS to execute a Command Injection within such UniFi OS devices or instances.,Deferred,2026-06-12,1.7648470151736113,False,63.24,High
CVE-2026-47367,2026-06-12 04:17:06.200000+00:00,9.9,CRITICAL,Unknown,Unknown,A malicious actor with access to the network and low privileges could exploit an Improper Input Validation vulnerability found in UID Enterprise Agent to execute a Command Injection on the host device.,Deferred,2026-06-12,1.764852304525463,False,63.24,High
CVE-2026-28742,2026-06-12 19:16:26.743000+00:00,9.8,CRITICAL,Unknown,Unknown,"Naxclow devices use a uniform request-signing scheme based on a hard-coded, platform-wide salt embedded in every firmware image. Once this salt is recovered from any device, an attacker can generate valid signatures for arbitrary device or account operations due to the absence of per-device keys, server-side nonce tracking, or replay protections. Combined with the system’s use of plain HTTP for control-plane traffic, the construction enables broad request forgery and impersonation across the platform.",Received,2026-06-12,1.1403089827662036,False,63.19,High
CVE-2026-53787,2026-06-12 15:16:31.557000+00:00,9.8,CRITICAL,Unknown,Unknown,"Amasty Order Attributes for Magento 2 before version 4.0.0 contains an unauthenticated arbitrary file upload vulnerability that allows unauthenticated attackers to write arbitrary files to the store's media directory by submitting files of any type or name to the upload endpoint without authentication, session validation, or cart context. Attackers can upload PHP files to achieve remote code execution on servers where the media directory permits PHP execution, or alternatively enable malware hosting, stored cross-site scripting via HTML or SVG uploads, and path traversal to write files outside the intended upload directory.",Awaiting Analysis,2026-06-12,1.3069199318402778,False,63.07,High
CVE-2026-6853,2026-06-12 15:16:32.160000+00:00,9.8,CRITICAL,Unknown,Unknown,"Improper restriction of excessive authentication attempts vulnerability in Başbelen Group Food Cafe Businesses Industry and Trade Ltd. Co. Pause+ Mobile App allows Authentication Bypass.

This issue affects Pause+ Mobile App: from v1.0.6 before v1.5.",Deferred,2026-06-12,1.306912952673611,False,63.07,High
CVE-2026-10557,2026-06-12 15:16:24.523000+00:00,9.8,CRITICAL,Unknown,Unknown,The Yarbo Android and iOS applications contain hard-coded MQTT broker credentials that are identical for all users and all devices. These credentials are embedded in the application binary and are readily extractable via APK decompilation. The credentials provide access to cloud MQTT brokers carrying real-time telemetry for the entire global Yarbo robot fleet. They allow both wildcard subscription to all robot telemetry topics and publishing to any robot's command topic using only the robot's serial number.,Deferred,2026-06-12,1.3070013438773147,False,63.07,High
CVE-2026-54133,2026-06-12 15:16:31.890000+00:00,9.8,CRITICAL,Unknown,Unknown,"jmespath.php allows users to use JMESPath, software for declaratively specifying how to extract elements from a JSON document, in PHP applications with PHP data structures. Versions prior to 2.9.1 can generate and execute attacker-controlled PHP code when `JmesPath\CompilerRuntime` is used with an attacker-controlled JMESPath expression. The compiler emits parsed JMESPath function names into generated PHP source without sufficient escaping. A crafted expression can cause the generated cache file to contain executable attacker-controlled PHP, which is then loaded by the compiler runtime. The issue is patched in `2.9.1` and later. As a workaround, disable `JP_PHP_COMPILE` and do not use `JmesPath\CompilerRuntime` with attacker-controlled expressions. Use the default `AstRuntime` for untrusted expressions. Applications that must continue accepting untrusted JMESPath expressions before upgrading should ensure those expressions are never evaluated by the compiler runtime.",Awaiting Analysis,2026-06-12,1.306916077673611,False,63.07,High
CVE-2026-47210,2026-06-12 15:16:29.030000+00:00,9.8,CRITICAL,Unknown,Unknown,"vm2 is an open source vm/sandbox for Node.js. Prior to version 3.11.4, a sandbox escape vulnerability in vm2 allows arbitrary code execution in the host process when untrusted code is executed with async support on runtimes exposing WebAssembly JSPI (WebAssembly.promising / WebAssembly.Suspending). In the tested configuration, a JSPI-backed Promise can reach Promise.prototype.finally() in a way that bypasses the expected Promise-species hardening and exposes a host-originated rejection object to attacker-controlled species logic, breaking the sandbox boundary. This issue has been patched in version 3.11.4.",Deferred,2026-06-12,1.306949179525463,False,63.07,High
CVE-2026-11849,2026-06-12 11:16:22.527000+00:00,9.8,CRITICAL,Unknown,Unknown,"The 
iRM-IEI Remote Management developed by IEI Integration Corp has a Hardcoded Credentials vulnerability, allowing unauthenticated remote attackers to exploit hard-coded credentials to gain administrative privileges on the database.",Deferred,2026-06-12,1.4736911123958334,False,62.95,High
CVE-2026-11839,2026-06-11 16:16:22.497000+00:00,9.9,CRITICAL,Unknown,Unknown,"Unrestricted upload of file with dangerous type vulnerability in Başarsoft Information Technologies Inc. Rotaban allows Upload a Web Shell to a Web Server.

This issue affects Rotaban: from V2026.06.002 before V2026.06.003.",Deferred,2026-06-11,2.265358126284722,False,62.88,High
CVE-2026-46695,2026-06-10 23:16:47.747000+00:00,10.0,CRITICAL,Unknown,Unknown,"Boxlite is a sandbox service that allows users to create lightweight virtual machines (Boxes) and launch OCI containers within them to run untrusted code. Prior to version 0.9.0, Boxlite does not restrict the kernel capabilities available inside the container, malicious code can remount the directory in rw mode, thereby gaining write access to that directory. This allows malicious code to perform arbitrary write operations on directories that should be read-only. This issue has been patched in version 0.9.0.",Deferred,2026-06-10,2.9733992142476855,False,62.88,High
CVE-2026-48611,2026-06-12 04:17:08.180000+00:00,9.8,CRITICAL,Unknown,Unknown,Improper authentication checks in the OAuth implementation allow account hijacking even when OAuth is not configured or enabled leading to unauthorized access in default installations.,Deferred,2026-06-12,1.7648293878587962,False,62.74,High
CVE-2026-42846,2026-06-11 23:16:23.203000+00:00,9.8,CRITICAL,Unknown,Unknown,"ClipBucket v5 is an open source video sharing platform. Prior to version 5.5.3 - #140, ClipBucket's Remote Play feature allows any authenticated user to add a video by importing an external URL as the source. Some shell commands are run with the URL as a parameter. The URL is concatenated directly into shell commands without escaping then executed, so any shell metacharacter in the URL is interpreted. This results in arbitrary command execution. This issue has been patched in version 5.5.3 - #140.",Deferred,2026-06-11,1.9736832883217594,False,62.59,High
CVE-2026-45060,2026-06-11 23:16:23.797000+00:00,9.8,CRITICAL,Unknown,Unknown,"ClipBucket v5 is an open source video sharing platform. Prior to version 5.5.3 - #129, the actions/progress_video.php endpoint is vulnerable to blind SQL injection. Any unauthenticated user can exploit the ids parameter to execute SQL queries and exfiltrate sensitive data. This issue has been patched in version 5.5.3 - #129.",Deferred,2026-06-11,1.9736764133217592,False,62.59,High
CVE-2026-49060,2026-06-11 22:16:57.737000+00:00,9.8,CRITICAL,Unknown,Unknown,"Incorrect Privilege Assignment vulnerability in Hippoo Mobile App for WooCommerce allows Privilege Escalation.

This issue affects Hippoo Mobile App for WooCommerce: from n/a through 1.9.4.",Deferred,2026-06-11,2.0149502559143517,False,62.56,High
CVE-2026-38581,2026-06-11 14:16:27.123000+00:00,9.8,CRITICAL,Unknown,Unknown,SQL Injection vulnerability in damasac thaipalliative_lte through version 3.0 allows remote attackers to execute arbitrary SQL commands via the idFormMain parameter to /substudy/ezform.php (line 14) and the id parameter (line 49). The parameters are concatenated directly into SQL queries without sanitization or parameterized statements.,Deferred,2026-06-11,2.3486379179513888,False,62.32,High
CVE-2026-7852,2026-06-11 13:16:37.460000+00:00,9.8,CRITICAL,Unknown,Unknown,"Unrestricted upload of file with dangerous type vulnerability in Limatek System Inc. LimRAD NAC allows Remote Code Inclusion.

This issue affects LimRAD NAC: before 5.5.7.3.9.",Deferred,2026-06-11,2.3901849434143516,False,62.29,High
CVE-2026-11561,2026-06-11 13:16:32.017000+00:00,9.8,CRITICAL,Unknown,Unknown,"Improper neutralization of special elements used in an expression language statement ('expression language injection') vulnerability in Soagen Informatics Technologies Software and Consulting Inc. Apinizer allows Code Injection.

This issue affects Apinizer: from 2026.04.0 before 2026.04.6.",Deferred,2026-06-11,2.390247941099537,False,62.29,High
CVE-2026-50563,2026-06-10 18:17:12.607000+00:00,9.9,CRITICAL,Unknown,Unknown,"Fission is an open-source, Kubernetes-native serverless framework that simplifies the deployment of functions and applications on Kubernetes. Prior to version 1.24.0, Fission's Container Executor path lets a tenant supply Function.spec.podspec directly; the executor merges it into the executor-built podspec and creates a Deployment whose pods run the user's container image. This issue has been patched in version 1.24.0.",Deferred,2026-06-10,3.181444816099537,False,62.23,High
CVE-2026-50564,2026-06-10 18:17:12.740000+00:00,9.9,CRITICAL,Unknown,Unknown,"Fission is an open-source, Kubernetes-native serverless framework that simplifies the deployment of functions and applications on Kubernetes. Prior to version 1.24.0, Fission's Environment CRD exposes spec.runtime.podSpec and spec.builder.podSpec, which are merged into the Kubernetes pod specs for runtime and builder pods. The merge logic propagated hostNetwork, hostPID, hostIPC, container privileged, and serviceAccountName from the user-supplied podspec with no filtering, and Environment.Validate performed no security-relevant checks on these fields. This issue has been patched in version 1.24.0.",Deferred,2026-06-10,3.181443276747685,False,62.23,High
CVE-2026-50545,2026-06-10 18:17:12.467000+00:00,9.9,CRITICAL,Unknown,Unknown,"Fission is an open-source, Kubernetes-native serverless framework that simplifies the deployment of functions and applications on Kubernetes. Prior to version 1.24.0, the Environment.spec.runtime.podSpec / spec.builder.podSpec passthrough lacked validation, and MergePodSpec propagated dangerous fields into the generated pods. This issue has been patched in version 1.24.0.",Deferred,2026-06-10,3.181446436469907,False,62.23,High
CVE-2026-50566,2026-06-10 18:17:13.040000+00:00,9.9,CRITICAL,Unknown,Unknown,"Fission is an open-source, Kubernetes-native serverless framework that simplifies the deployment of functions and applications on Kubernetes. Prior to version 1.24.0, a tenant with environments.fission.io create/update RBAC can run privileged / allowPrivilegeEscalation / dangerous-capability containers in the Fission function or builder namespace, scheduled under the executor's high-privilege service account — enabling container-sandbox escape, host filesystem and network access, and potential node- and cluster-level compromise. This issue has been patched in version 1.24.0.",Deferred,2026-06-10,3.181439804525463,False,62.23,High
CVE-2026-45552,2026-06-10 15:16:36.303000+00:00,9.9,CRITICAL,Unknown,Unknown,"Roxy-WI is a web interface for managing Haproxy, Nginx, Apache and Keepalived servers. In versions 8.2.6.4 and prior, the install blueprint declares only bp.before_request → @jwt_required() (app/routes/install/routes.py:36-39). The individual endpoints install_exporter, install_waf, install_geoip, check_geoip, get_exporter_version, and get_task_status are not wrapped in page_for_admin and do not call roxywi_common.is_user_has_access_to_its_group(server_ip) or check_is_server_in_group(server_ip). Only the GET index page (install_monitoring) gates on roxywi_auth.page_for_admin(level=2). Because the missing decorators omit both role and group checks, any logged-in user — including the default guest role 4 — can install/reconfigure exporters, WAF, and GeoIP databases on every server in the Roxy-WI database, regardless of tenant ownership. The Ansible playbooks run with the per-server SSH credential stored in Roxy-WI, which the credentials' rightful owner (a different tenant) has provisioned with sudo rights for the management workflow. At time of publication, there are no publicly available patches.",Deferred,2026-06-10,3.3068650012847227,False,62.14,High
CVE-2026-45556,2026-06-10 15:16:36.457000+00:00,9.9,CRITICAL,Unknown,Unknown,"Roxy-WI is a web interface for managing Haproxy, Nginx, Apache and Keepalived servers. In versions 8.2.6.4 and prior, POST /waf/<service>/<server_ip>/rule/<rule_id>/save accepts a config_file_name form field that is passed straight through to config_mod.master_slave_upload_and_restart(...) as the destination path. The validation chain (_replace_config_path_to_correct → check_is_conf) only requires the path to contain a hard-coded service substring (nginx/haproxy/apache2/httpd/keepalived) and the substring conf or cfg, and to not contain ... The encoded-slash substitution 92 → / is applied before the substring check, so the attacker can build any absolute path anywhere on the LB filesystem as long as it satisfies those substring constraints. The body of the WAF rule (config form field) is written verbatim to that path. By choosing a filename like 92etc92cron.d92nginx_cfg_evil (resolving to /etc/cron.d/nginx_cfg_evil), an attacker drops a cron entry on the load balancer with attacker-controlled content. Cron parses the file on its next scan, executing the embedded job as root — full RCE on every load balancer the caller's group manages. At time of publication, there are no publicly available patches.",Deferred,2026-06-10,3.306863218877315,False,62.14,High
CVE-2026-45558,2026-06-10 15:16:36.600000+00:00,9.9,CRITICAL,Unknown,Unknown,"Roxy-WI is a web interface for managing Haproxy, Nginx, Apache and Keepalived servers. In versions 8.2.6.4 and prior, the HAProxy section-save endpoints (POST /api/service/haproxy/<server_id>/section/<section_type> and the PUT / global / defaults variants) accept a JSON option field that is not validated, not escaped, and is rendered verbatim into the generated HAProxy configuration via the section.j2, global.j2, and defaults.j2 Ansible templates. Because Roxy-WI then pushes the generated config to the load balancer and runs systemctl reload haproxy, an authenticated user with role ≤ 3 (user) can inject arbitrary HAProxy directives into the config that runs on every load balancer their group manages — including option external-check + external-check command /bin/bash -c '…', which gives remote code execution on the load balancer as the haproxy user on every health-check tick. At time of publication, there are no publicly available patches.",Deferred,2026-06-10,3.3068615637847225,False,62.14,High
CVE-2026-47938,2026-06-09 21:17:23.580000+00:00,10.0,CRITICAL,Unknown,Unknown,Adobe Campaign Classic (ACC) versions 7.4.3 build 9394 and earlier are affected by a Server-Side Request Forgery (SSRF) vulnerability that could result in privilege escalation. Exploitation of this issue does not require user interaction. Scope is changed.,Awaiting Analysis,2026-06-09,4.056317813784722,False,62.1,High
CVE-2026-50084,2026-06-12 16:16:31.940000+00:00,9.6,CRITICAL,Unknown,Unknown,"The Aqara Cloud Production API (open-cn.aqara.com/v3.0/open/api) would authorize any valid developer token for access to any account. This is an instance of ""CWE-862: Missing Authorization"" with an estimated CVSS of CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N (9.6 Critical). When combined with CVE-2026-50082, CVE-50083, and CVE-50085, this can lead to a fully unauthenticated, remote takeover of affected devices.",Awaiting Analysis,2026-06-12,1.2652488323032407,False,62.1,High
CVE-2026-48303,2026-06-09 21:17:25.510000+00:00,10.0,CRITICAL,Adobe,Campaign,Adobe Campaign Classic (ACC) versions 7.4.3 build 9394 and earlier are affected by an Incorrect Authorization vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue does not require user interaction. Scope is changed.,Analyzed,2026-06-09,4.056295475821759,False,62.1,High
CVE-2026-46614,2026-06-10 18:17:05.580000+00:00,9.8,CRITICAL,Unknown,Unknown,"Fission is an open-source, Kubernetes-native serverless framework that simplifies the deployment of functions and applications on Kubernetes. Prior to version 1.23.0, the Fission router registers an internal-style route — /fission-function/<name> and /fission-function/<ns>/<name> — for every Function object, independent of whether any HTTPTrigger exists for that function. The route was mounted on the same listener as user-defined HTTPTriggers (svc/router, port 8888), so any caller who could reach the router could invoke any function by guessing its metadata.name (and namespace), bypassing the host / path / method / method-allow-list restrictions encoded in HTTPTrigger objects. This issue has been patched in version 1.23.0.",Deferred,2026-06-10,3.181526147118056,False,61.73,High
CVE-2026-20253,2026-06-10 18:16:40.760000+00:00,9.8,CRITICAL,Unknown,Unknown,"In Splunk Enterprise versions below 10.2.4 and 10.0.7, and Splunk Cloud Platform versions below 10.4.2604.3 and 10.2.2510.14, an unauthenticated user could create or truncate arbitrary files through a PostgreSQL sidecar service endpoint.<br><br>The vulnerability exists because the PostgreSQL sidecar service endpoint lacks authentication controls, allowing any network-reachable user to invoke file operations without credentials.",Undergoing Analysis,2026-06-10,3.1818134156365736,False,61.73,High
CVE-2026-12027,2026-06-11 22:16:55.253000+00:00,9.6,CRITICAL,Google,Chrome,Inappropriate implementation in Headless in Google Chrome prior to 149.0.7827.115 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Undergoing Analysis,2026-06-11,2.0149790059143515,False,61.56,High
CVE-2025-6254,2026-06-10 10:16:29.827000+00:00,9.8,CRITICAL,Unknown,Unknown,"The Doctreat Core plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 1.6.8. This is due to the doctreat_process_registration() function not properly restricting the roles that a user can register with. This makes it possible for unauthenticated attackers to register as an administrator user.",Deferred,2026-06-10,3.515273288321759,False,61.49,High
CVE-2026-10523,2026-06-09 16:16:35.837000+00:00,9.9,CRITICAL,Unknown,Unknown,"An Authentication Bypass vulnerability (CWE-288) in Ivanti Sentry before the R10.5.2, R10.6.2 and R10.7.1 versions allows a remote unauthenticated attacker to create arbitrary administrative accounts and obtain full administrative access",Awaiting Analysis,2026-06-09,4.265203728136574,False,61.45,High
CVE-2025-66276,2026-06-10 03:16:24.730000+00:00,9.8,CRITICAL,Qnap,Qts,"QuTS hero is not affected.

We have already fixed the vulnerability in the following version:
QTS 5.2.7.3256 build 20250913 and later",Analyzed,2026-06-10,3.8069989480439816,False,61.28,High
CVE-2026-36721,2026-06-09 19:17:42.500000+00:00,9.8,CRITICAL,Unknown,Unknown,A lack of cryptographic signature verification in the validateAccessToken function of bookcars v8.3 allows attackers to bypass authentication via a forged JWT token.,Deferred,2026-06-09,4.139432165636574,False,61.04,High
